instance,solver,time,n,len,obj_sm,obj_lr_ub,obj_lr,power
13_29_0_0_29_35,RandomGenerator,0,6,1000,3.745263439964906,3.420925315855908,3.420925315855908,7.405285213423788
13_30_0_0_11_0,RandomGenerator,0,6,1000,2.846452949706068,2.4075147265235315,2.4075147265235315,8.233993456855066
13_31_10_0_0_0,RandomGenerator,0,6,1000,1.745449856084763,1.466542522598562,1.466542522598562,7.172841014006206
13_31_6_10_24_0,RandomGenerator,0,6,1000,3.7273458331137626,3.1945562838565107,3.1945562838565107,9.048770996294522
13_36_23_0_16_13,RandomGenerator,0,6,1000,4.015759229834439,3.707602480380688,3.707602480380688,9.114894178816574
13_37_23_33_2_27,RandomGenerator,0,6,1000,4.7479882227892665,4.647953257934059,4.647953257934059,10.046357753180349
13_7_0_0_0_0,RandomGenerator,0,6,1000,0.895063509547501,0.9141595485348256,0.9141595485348256,6.317002249780079
13_8_7_0_21_38,RandomGenerator,0,6,1000,4.325105016977132,4.186174639780715,4.186174639780715,9.356770747015114
14_0_0_0_0_0,RandomGenerator,0,6,1000,0.8944023094509247,0.6364569143349543,0.6364569143349543,6.351859814759543
14_0_0_0_16_0,RandomGenerator,0,6,1000,1.3033287083868057,1.117774666075281,1.117774666075281,6.735626299116284
14_0_0_0_17_0,RandomGenerator,0,6,1000,1.6729227734861334,1.4742022965382766,1.4742022965382766,7.083210205854478
14_0_0_0_27_23,RandomGenerator,0,6,1000,3.4614547641648303,2.9041133855742443,2.9041133855742443,8.75968826321921
14_0_0_0_29_0,RandomGenerator,0,6,1000,2.030425950437241,1.82282275837049,1.82282275837049,7.445533058253081
14_10_25_2_26_0,RandomGenerator,0,6,1000,3.929226226775232,3.648676168485894,3.648676168485894,9.123824162588416
14_12_37_31_21_17,RandomGenerator,0,6,1000,3.8782660173092154,3.954855443360986,3.954855443360986,9.012774701475248
14_17_20_0_33_31,RandomGenerator,0,6,1000,4.637412548465965,4.677889550739641,4.677889550739641,10.602092174533848
14_17_34_3_12_0,RandomGenerator,0,6,1000,3.411027901374272,3.5414605039523464,3.5414605039523464,8.81457779957298
14_1_0_0_0_0,RandomGenerator,0,6,1000,1.1363018302159262,0.9898261573463556,0.9898261573463556,6.588881586761166
14_1_0_0_35_23,RandomGenerator,0,6,1000,3.3344528958974258,3.2814502266046466,3.2814502266046466,7.6603409051650315
14_22_10_8_10_5,RandomGenerator,0,6,1000,4.955271132062231,5.380766557562772,5.380766557562772,10.526305736280479
14_24_0_0_31_31,RandomGenerator,0,6,1000,4.997899940887087,4.368400472508686,4.368400472508686,10.201181615587817
14_25_10_24_0_0,RandomGenerator,0,6,1000,2.6109646357391734,2.511260306834886,2.511260306834886,7.970470890383009
14_25_37_0_4_31,RandomGenerator,0,6,1000,5.324704050570916,5.043556245713425,5.043556245713425,10.460587098733942
14_28_0_0_0_0,RandomGenerator,0,6,1000,1.2381621972241863,1.1308970206723268,1.1308970206723268,6.694616026359581
14_28_35_0_23_0,RandomGenerator,0,6,1000,2.7384780972946534,2.584231208402082,2.584231208402082,7.679277888451486
14_28_37_0_4_0,RandomGenerator,0,6,1000,3.4350960261080674,3.4722688219008573,3.4722688219008573,8.666812843583799
14_29_21_13_34_0,RandomGenerator,0,6,1000,3.8525039526296014,4.032995597217953,4.032995597217953,9.30038946683949
14_29_22_10_12_0,RandomGenerator,0,6,1000,3.8564658689863753,4.162824207353084,4.162824207353084,9.539727455138934
14_2_0_0_24_26,RandomGenerator,0,6,1000,3.680957783515356,3.723567453659048,3.723567453659048,8.924618625308204
14_2_0_0_35_1,RandomGenerator,0,6,1000,3.7163108920408,3.660939795193144,3.660939795193144,7.9442828406174355
14_30_24_10_22_0,RandomGenerator,0,6,1000,3.520568079357925,3.795416835461161,3.795416835461161,8.991106629934638
14_36_18_0_35_1,RandomGenerator,0,6,1000,3.8399673119116553,3.839381030387946,3.839381030387946,7.465588231824767
14_3_38_0_38_3,RandomGenerator,0,6,1000,4.581160510550521,4.614783896387498,4.614783896387498,9.782555514789408
14_4_16_30_15_28,RandomGenerator,0,6,1000,4.014574206687062,4.126984206796533,4.126984206796533,9.125301960338128
14_4_8_0_1_0,RandomGenerator,0,6,1000,3.0424046774756417,2.9036232919446268,2.9036232919446268,8.264475696842775
14_8_0_0_5_0,RandomGenerator,0,6,1000,2.4577002191476502,2.109064357527965,2.109064357527965,7.79588866768986
14_9_34_0_8_0,RandomGenerator,0,6,1000,3.2682697945768435,3.202131717551074,3.202131717551074,8.614847156861885
15_0_0_0_0_0,RandomGenerator,0,6,1000,0.376001601547859,0.2337854700173416,0.2337854700173416,5.8054462951526915
15_0_0_0_17_19,RandomGenerator,0,6,1000,2.489317932158761,2.016998391865401,2.016998391865401,7.905311940606528
15_0_0_0_29_5,RandomGenerator,0,6,1000,2.2327547965449845,2.216396910541529,2.216396910541529,7.671452561684672
15_0_0_0_8_0,RandomGenerator,0,6,1000,2.459179434359614,1.9123661213022145,1.9123661213022145,7.945653866990374
15_0_0_0_9_22,RandomGenerator,0,6,1000,3.734630456849555,2.992240379549612,2.992240379549612,9.175436760297803
15_12_8_0_1_5,RandomGenerator,0,6,1000,3.448082861390356,3.292187919424338,3.292187919424338,8.837634858403772
15_14_19_0_0_0,RandomGenerator,0,6,1000,1.5068969201852749,1.4375761485281164,1.4375761485281164,7.380837012386579
15_15_0_0_8_35,RandomGenerator,0,6,1000,3.5692354731895706,3.518477713574815,3.518477713574815,8.088401379664482
15_19_0_0_0_0,RandomGenerator,0,6,1000,1.0755201252582716,0.8011192341931619,0.8011192341931619,6.466887472096733
15_19_0_0_31_0,RandomGenerator,0,6,1000,2.5409632495110577,2.296862131678557,2.296862131678557,7.893717619273146
15_19_15_0_0_0,RandomGenerator,0,6,1000,1.2228909560622787,1.0349047042105035,1.0349047042105035,6.639046785445561
15_19_8_36_0_0,RandomGenerator,0,6,1000,2.0650432909647765,1.993668561960297,1.993668561960297,7.396308772585147
15_22_17_4_29_19,RandomGenerator,0,6,1000,3.880619689683317,3.9744748377614143,3.9744748377614143,9.513260111934747
15_22_5_1_20_0,RandomGenerator,0,6,1000,2.973621298463,2.95634342642146,2.95634342642146,8.693202166752927
15_28_11_34_7_0,RandomGenerator,0,6,1000,2.9156430952205628,2.7238823353384194,2.7238823353384194,8.265190031680078
15_28_30_12_25_34,RandomGenerator,0,6,1000,4.526448065903238,4.787787132158355,4.787787132158355,9.640961959117917
15_29_0_0_26_0,RandomGenerator,0,6,1000,3.0764846427597545,1.910552914012392,1.910552914012392,8.558564986345596
15_29_17_36_0_0,RandomGenerator,0,6,1000,1.7397479393734872,1.4304040276823975,1.4304040276823975,6.279376322806582
