benchmark,A53_600MHz,A53_900MHz,A53_1104MHz,A53_1200MHz,A72_600MHz,A72_1056MHz,A72_1296MHz,A72_1596MHz
gsm_enc,0.2961606542,0.19895770410000005,0.16310337155000001,0.15078874825000005,0.18245104165000003,0.10572245595,0.08717487264999998,0.0718064675
ludcmp,0.0101092298,0.008776411999999999,0.00817754815,0.008258312799999999,0.008744936299999999,0.007248202099999999,0.0070850422,0.00669230195
h264_dec,0.01344713025,0.0107755008,0.009897568399999999,0.010091410350000002,0.010899691,0.008607920500000001,0.00806592665,0.007668280250000001
deg2rad,0.010966712350000001,0.00927707375,0.0084879434,0.008212824550000001,0.008986160899999998,0.007640823899999999,0.007189751400000001,0.0068589626
fft,0.054214308850000004,0.038148624500000006,0.03213889405,0.0301384172,0.0263867317,0.017572387400000004,0.015350111799999996,0.01350811375
countnegative,0.01038831175,0.008811757149999998,0.008282632599999997,0.008069546449999998,0.008846545299999998,0.007350017549999999,0.0070879863999999985,0.006674414500000001
bitcount,0.01085383545,0.009125002149999997,0.008475874900000001,0.008334709200000002,0.0102241209,0.007601286250000001,0.007239721799999999,0.006999378500000002
matrix1,0.010924816850000001,0.009075118500000002,0.008476005149999999,0.00865237785,0.009207302899999999,0.007704518599999999,0.007300184650000001,0.007000946449999998
iir,0.00974724665,0.009104938399999998,0.008009775849999998,0.007967093800000002,0.008655646800000003,0.0071785693499999996,0.0070274534,0.006643251
huff_enc,0.011667195999999998,0.0096498001,0.00900588575,0.009183395799999997,0.00987711775,0.00815010365,0.007584565850000001,0.007321216050000001
mpeg2,17.224555055299998,11.45903586905,9.335244616700002,8.587022512199999,10.8501377851,6.14092327615,4.9998154404,4.0571179293499995
cosf,0.0121961719,0.010043447899999999,0.0093188188,0.00908396965,0.01066670565,0.0079012301,0.00743225065,0.007192432850000001
dijkstra,3.4980256290500003,2.3274466458000007,1.8970657890000002,1.7452865601999998,2.9016496111500003,1.6482717127500002,1.3388257609000003,1.08957433695
cjpeg_transupp,0.2587867764,0.1743127273,0.14315975539999998,0.1323431778,0.16133036165,0.09406294249999998,0.07755814175,0.0639529629
md5,0.9338294130499998,0.62345996205,0.508718464,0.4683515665999999,0.6826168688,0.38974802839999995,0.31756035245,0.25894823470000006
fac,0.010938461600000001,0.008911134150000001,0.0081850364,0.0079857694,0.00911361985,0.007457376049999999,0.0070766174000000005,0.006837374350000001
filterbank,0.013796007800000001,0.01147082985,0.010037872149999998,0.009636400450000002,0.010704887299999999,0.00841159755,0.007840478449999999,0.0074202688
minver,0.0101655557,0.0086358897,0.0079669683,0.0079106859,0.0088641386,0.00745201925,0.006962707949999999,0.0068889252000000015
complex_updates,0.00991355115,0.008455130299999999,0.007914618100000001,0.0076847129,0.00858235185,0.007235196300000001,0.007026860300000002,0.0068817506
cover,0.009932269200000001,0.0089352278,0.00799835015,0.008046863750000001,0.008707160000000002,0.007235126550000001,0.0068965439000000005,0.0066251127
insertsort,0.00984166135,0.008596507949999999,0.0079827128,0.0078757852,0.00872319835,0.007270852800000001,0.0069681021,0.006709602550000001
quicksort,0.13279393090000005,0.09046314570000001,0.07475460209999998,0.06949050130000001,0.08241657535,0.04938985145,0.04118405905,0.034521864299999996
jfdctint,0.0103058217,0.00848728025,0.007990256700000002,0.007800027499999998,0.0089945481,0.0073960931500000006,0.007123736850000001,0.0068097983
cjpeg_wrbmp,0.0102061512,0.008589720700000001,0.008181917799999999,0.00863701565,0.008858057899999999,0.007406431099999999,0.00711709325,0.006787442
cubic,0.13671915240000002,0.0927493009,0.07668125365,0.07100429300000001,0.1196657632,0.07034682120000002,0.05864466729999999,0.048738354250000004
petrinet,0.009748008700000001,0.008520805999999999,0.0080537266,0.007999788050000001,0.009627037300000002,0.007465688200000001,0.0070860672,0.006932932400000001
ammunition,10.8761132587,7.23681869995,5.895555230699999,5.4231888676499995,6.113928216349999,3.4621724119,2.8182553653999998,2.2873939856
ndes,0.0156303049,0.0123942002,0.0111378154,0.01117176605,0.01272971385,0.009572842249999998,0.00898499775,0.008361764849999998
fir2dim,0.0101946756,0.0086753473,0.0082207245,0.008070802499999998,0.008810800349999998,0.0073705801,0.00693027635,0.00682331125
huff_dec,0.010072347399999997,0.008703978949999998,0.0079845311,0.007985231200000002,0.008956865750000001,0.007490313699999999,0.0072158825,0.0068805562
recursion,0.00998345745,0.0085235182,0.007895904200000001,0.007981456099999997,0.00889456415,0.0075015264,0.0071435496,0.006938157300000002
test3,13.2835111264,8.8389656936,6.952753293699999,6.385409103450002,9.736139775000002,5.55610338405,4.32103006795,3.62818993405
st,0.016650102450000002,0.012915561649999996,0.011546517850000002,0.0110155748,0.011764766650000001,0.00902246695,0.008448666649999999,0.007919279549999998
prime,0.0099482256,0.008573238300000001,0.008099327449999999,0.0078544033,0.009265372650000001,0.007289715300000001,0.006983808399999998,0.00664272565
