instance,solver,time,n,len,obj_sm,obj_lr_ub,obj_lr,power
inst_0690,RandomGenerator,0,3,1000,2.5249200000000003,2.5694,0.8847122500000001,5.654072814555916
inst_0475,RandomGenerator,0,4,1000,2.3577600000000003,4.2574,0.71169002,5.686950068338616
inst_0583,RandomGenerator,0,2,1000,0.85888,1.11937,0.3634700499999999,5.621370043431821
inst_0965,RandomGenerator,0,2,1000,1.68258,1.6926,0.63799348,5.741120824781609
inst_0470,RandomGenerator,0,3,1000,3.75381,3.675,1.61041092,5.894501359288966
inst_0106,RandomGenerator,0,4,1000,4.8713500000000005,4.441530000000001,3.0987138400000003,6.514710215452433
inst_0739,RandomGenerator,0,6,1000,3.80608,5.83624,2.52941061,6.641698783926861
inst_0137,RandomGenerator,0,3,1000,3.52241,3.5009,1.9782466,7.1119518948522344
inst_0110,RandomGenerator,0,3,1000,2.83612,2.01962,1.65665739,6.2942225193617745
inst_0289,RandomGenerator,0,2,1000,2.04159,1.91198,1.01771166,5.56428805290783
inst_0769,RandomGenerator,0,2,1000,1.48618,1.53329,0.60809826,6.026135178046842
inst_0068,RandomGenerator,0,2,1000,1.31282,1.71111,0.7544761799999999,5.849128637758917
inst_0974,RandomGenerator,0,3,1000,1.46749,1.23036,0.8850649100000001,6.175841703252852
inst_0653,RandomGenerator,0,4,1000,3.4486800000000004,3.0016000000000003,1.99299375,6.986141145672867
inst_0118,RandomGenerator,0,3,1000,1.6776399999999998,1.50761,1.29356609,5.973359276198211
inst_0958,RandomGenerator,0,2,1000,1.09149,0.9231,0.32087518,5.588310347775538
inst_0261,RandomGenerator,0,4,1000,3.2224700000000004,3.72869,2.04601694,6.574467127664727
inst_0995,RandomGenerator,0,3,1000,3.67133,3.06371,2.54538617,6.797119388205778
inst_0167,RandomGenerator,0,4,1000,2.6651100000000003,3.7002700000000006,0.8526040300000002,6.000930714616483
inst_0813,RandomGenerator,0,2,1000,3.1481,2.21971,1.07296845,5.986055584802125
inst_0348,RandomGenerator,0,3,1000,3.92954,4.26392,0.94974908,5.9373755591454795
inst_0060,RandomGenerator,0,2,1000,2.99933,2.36788,0.8848741200000001,5.919219409056539
inst_0656,RandomGenerator,0,2,1000,1.59288,1.52934,0.53949934,5.840794310600106
inst_0129,RandomGenerator,0,3,1000,1.51374,1.96133,0.38751237,5.538796240432672
inst_0128,RandomGenerator,0,4,1000,2.12296,2.20157,1.12163052,6.37086624409535
inst_0222,RandomGenerator,0,5,1000,3.15237,3.5058,2.05091775,6.42264083299407
inst_0247,RandomGenerator,0,2,1000,2.26348,2.09397,0.92733769,6.346466062731309
inst_0969,RandomGenerator,0,5,1000,2.4227200000000004,4.78849,1.4409979000000002,6.070101667168556
inst_0401,RandomGenerator,0,4,1000,3.23973,4.394169999999999,1.58537415,6.460856244974444
inst_0547,RandomGenerator,0,3,1000,2.38212,2.30812,0.99991096,5.6697650863155795
inst_0639,RandomGenerator,0,4,1000,2.02525,2.71228,1.11255766,6.344954224935852
inst_0463,RandomGenerator,0,3,1000,3.26592,3.6482800000000006,1.9113099300000005,6.327839508113014
inst_0683,RandomGenerator,0,5,1000,3.13282,3.95083,1.76586117,6.1065027218181
inst_0088,RandomGenerator,0,4,1000,3.31692,3.9058,1.74391855,6.301335518124806
inst_0987,RandomGenerator,0,5,1000,3.27639,3.699500000000001,2.23543137,6.70127605611173
inst_0154,RandomGenerator,0,4,1000,1.88671,2.6579900000000003,1.00457045,5.9916821874182835
inst_0467,RandomGenerator,0,4,1000,3.33221,2.9865,2.05752149,6.235261568615896
inst_0112,RandomGenerator,0,3,1000,1.50449,1.78381,0.7358207900000001,5.865208313839379
inst_0921,RandomGenerator,0,3,1000,3.03106,3.83952,1.3705452,5.998091376767339
inst_0723,RandomGenerator,0,3,1000,1.3674000000000002,1.3466,0.4588855600000001,5.68708192412191
inst_0745,RandomGenerator,0,4,1000,5.314190000000001,5.275379999999999,3.4327783999999992,6.535487626742122
inst_0962,RandomGenerator,0,1,1000,0.26612,0.32571,0.05602212,5.358841831882908
