inst,littleSlope,littleIntercept,bigSlope,bigIntercept,powerOffset
0_0_0_0_0_0,0.0,0.0,0.0,0.0,0.0
0_0_0_0_10_0,0.0,0.0,2.2088547297297296,0.2858918918918927,0.9379625000000003
0_0_0_0_10_2,0.0,0.0,4.261726351351351,0.5779797297297309,1.6449909090909092
0_0_0_0_10_33,0.0,0.0,3.684871621621622,0.46361148648648687,1.7190875000000005
0_0_0_0_10_34,0.0,0.0,3.8157128378378378,0.5517736486486502,1.802655681818182
0_0_0_0_10_6,0.0,0.0,3.662550675675676,0.6133277027027031,1.454059090909091
0_0_0_0_11_0,0.0,0.0,1.3804966216216217,0.2133513513513523,0.6164852272727281
0_0_0_0_11_15,0.0,0.0,1.9799189189189192,0.381695945945947,0.9137522727272729
0_0_0_0_11_9,0.0,0.0,3.4904797297297288,0.371841216216219,1.403445454545455
0_0_0_0_12_0,0.0,0.0,1.5940912162162162,0.3351081081081086,0.8940931818181821
0_0_0_0_12_36,0.0,0.0,2.5020033783783786,0.6523445945945952,1.4162749999999997
0_0_0_0_13_0,0.0,0.0,1.7850506756756754,0.171020270270271,0.7509681818181821
0_0_0_0_13_15,0.0,0.0,2.384472972972973,0.3393648648648657,1.0586670454545457
0_0_0_0_13_35,0.0,0.0,2.7646283783783785,0.4907871621621629,1.4812863636363645
0_0_0_0_13_37,0.0,0.0,3.249976351351351,0.3726891891891908,1.4777977272727272
0_0_0_0_13_4,0.0,0.0,3.6757939189189193,0.4492162162162163,1.7886102272727271
0_0_0_0_13_6,0.0,0.0,3.2387466216216216,0.4984560810810814,1.435490909090909
0_0_0_0_14_0,0.0,0.0,1.8287533783783785,0.1789695945945957,0.853905681818182
0_0_0_0_14_19,0.0,0.0,2.103976351351351,0.9479628378378395,1.3147522727272731
0_0_0_0_14_22,0.0,0.0,4.684030405405405,-0.7744594594594575,1.589519318181818
0_0_0_0_14_6,0.0,0.0,3.2824493243243245,0.5064054054054061,1.4441272727272736
0_0_0_0_14_8,0.0,0.0,4.060962837837837,0.5221858108108126,1.9889681818181826
0_0_0_0_15_10,0.0,0.0,2.808277027027027,0.4542364864864874,1.2520477272727275
0_0_0_0_15_28,0.0,0.0,2.144493243243244,0.4008682432432433,1.035104545454546
0_0_0_0_16_16,0.0,0.0,1.1696283783783787,0.3527770270270264,0.5107636363636368
0_0_0_0_16_24,0.0,0.0,2.242513513513514,0.8720304054054049,1.1134340909090925
0_0_0_0_16_30,0.0,0.0,2.5746520270270272,0.4968074324324324,1.2364397727272731
0_0_0_0_16_5,0.0,0.0,2.078591216216217,0.3187466216216207,0.6513431818181821
0_0_0_0_17_0,0.0,0.0,1.3402452817224004,0.2131513284470911,0.4572068181818181
0_0_0_0_18_0,0.0,0.0,1.3578243243243246,0.1884121621621619,0.45826363636363654
0_0_0_0_18_21,0.0,0.0,1.9574425675675666,0.996641891891894,1.0264000000000006
0_0_0_0_19_0,0.0,0.0,0.2752229729729727,0.7689932432432438,0.2700818181818181
0_0_0_0_19_23,0.0,0.0,0.8178108108108106,0.9558547297297304,0.7644113636363641
0_0_0_0_19_29,0.0,0.0,2.078912162162162,0.9340236486486502,1.1057542857142861
0_0_0_0_19_32,0.0,0.0,1.9796858108108104,1.3104864864864876,1.9845818181818187
0_0_0_0_19_6,0.0,0.0,1.728918918918919,1.0964290540540542,0.9369681818181821
0_0_0_0_19_9,0.0,0.0,2.38520608108108,0.9274831081081105,1.281411363636364
0_0_0_0_1_0,0.0,0.0,1.510864864864864,0.1585439189189208,0.39407045454545475
0_0_0_0_1_15,0.0,0.0,2.1102871621621615,0.3268885135135155,0.7991840909090913
0_0_0_0_1_2,0.0,0.0,3.5637364864864853,0.45063175675675904,1.300672727272727
0_0_0_0_1_35,0.0,0.0,2.490442567567567,0.4783108108108127,1.1749681818181825
0_0_0_0_1_6,0.0,0.0,2.96456081081081,0.48597972972973125,1.1501329545454553
0_0_0_0_1_9,0.0,0.0,3.620847972972971,0.3170337837837875,1.2582295454545456
0_0_0_0_20_0,0.0,0.0,1.87335472972973,-0.4699932432432434,0.5788886363636365
0_0_0_0_20_5,0.0,0.0,3.3671317567567574,-0.32763513513513587,0.9773431818181821
0_0_0_0_20_6,0.0,0.0,3.327050675675676,-0.14255743243243296,1.0632068181818184
0_0_0_0_21_0,0.0,0.0,0.599618243243242,0.8082297297297321,0.3708829545454546
0_0_0_0_21_28,0.0,0.0,2.1446891891891884,1.0407533783783807,1.2149795454545451
0_0_0_0_22_0,0.0,0.0,2.855277027027027,-0.9534290540540532,0.7421159090909093
0_0_0_0_22_1,0.0,0.0,4.366141891891891,-0.7948851351351324,1.3129340909090912
0_0_0_0_22_35,0.0,0.0,3.83485472972973,-0.6336621621621613,1.3194170454545455
0_0_0_0_23_0,0.0,0.0,0.5425878378378379,0.1868614864864866,0.39244545454545454
0_0_0_0_24_0,0.0,0.0,1.6576993243243248,0.6956418918918916,0.7159511363636368
0_0_0_0_24_14,0.0,0.0,3.486452702702703,0.8746114864864873,1.6934795454545455
0_0_0_0_24_33,0.0,0.0,3.133716216216217,0.8733614864864858,1.5795590909090915
0_0_0_0_25_0,0.0,0.0,0.6722432432432432,0.223239864864865,0.5398147727272726
0_0_0_0_25_10,0.0,0.0,2.881097972972973,0.5091317567567577,1.4936954545454553
0_0_0_0_26_0,0.0,0.0,2.0213817567567567,1.4233074324324329,1.3817295454545455
0_0_0_0_26_22,0.0,0.0,4.876658783783784,0.46987837837837965,2.325803409090909
0_0_0_0_26_33,0.0,0.0,3.497398648648649,1.601027027027027,2.2528772727272734
0_0_0_0_27_0,0.0,0.0,1.583672297297297,0.111841216216217,0.6500193181818181
0_0_0_0_27_2,0.0,0.0,3.6365439189189184,0.4039290540540552,1.507195454545455
0_0_0_0_27_3,0.0,0.0,3.3941993243243234,0.2883141891891911,1.4945875000000006
0_0_0_0_28_0,0.0,0.0,1.5450709459459464,0.2325236486486486,0.7005931818181823
0_0_0_0_28_11,0.0,0.0,2.925567567567568,0.4458750000000009,1.4145306818181824
0_0_0_0_28_33,0.0,0.0,3.0210878378378387,0.4102432432432428,1.5208886363636367
0_0_0_0_28_4,0.0,0.0,3.4358141891891902,0.5107195945945939,1.6837068181818182
0_0_0_0_29_0,0.0,0.0,1.803689189189189,0.1650304054054063,0.5745590909090912
0_0_0_0_2_15,0.0,0.0,2.652293918918919,0.4604324324324329,1.0971045454545454
0_0_0_0_2_20,0.0,0.0,3.9262263513513513,-0.17790540540540517,1.2145704545454565
0_0_0_0_30_0,0.0,0.0,1.9898378378378376,0.3204189189189192,0.9172579545454553
0_0_0_0_30_14,0.0,0.0,3.818591216216216,0.4993885135135149,1.8022181818181826
0_0_0_0_30_30,0.0,0.0,3.9796756756756753,0.6408378378378384,1.7316954545454548
0_0_0_0_31_24,0.0,0.0,2.8933007329363267,0.8860235341273475,1.5655988636363638
0_0_0_0_32_0,0.0,0.0,1.7044628378378377,0.5414932432432438,1.636559090909091
0_0_0_0_32_21,0.0,0.0,2.3040810810810797,1.3497229729729758,2.099348863636364
0_0_0_0_32_6,0.0,0.0,3.158158783783784,0.8689290540540542,2.1316727272727274
0_0_0_0_33_0,0.0,0.0,1.4760168918918923,0.1777195945945942,0.721973863636364
0_0_0_0_33_36,0.0,0.0,2.3839290540540548,0.4949560810810807,1.405042045454545
